bilstm=100-False|dense=?-softmax|glvN-fold results:
,precision, recall, f1, support
272,0.000,0.000,0.000,1
273,0.304,0.333,0.318,21
274,0.000,0.000,0.000,1
275,1.000,0.667,0.800,3
276,0.763,0.750,0.756,60
277,0.000,0.000,0.000,1
278,0.000,0.000,0.000,2
279,0.000,0.000,0.000,2
280,0.000,0.000,0.000,1
281,0.763,0.849,0.804,53
282,0.167,0.250,0.200,4
283,0.581,0.621,0.600,29
284,1.000,0.375,0.545,8
285,0.000,0.000,0.000,1
286,0.000,0.000,0.000,1
287,0.000,0.000,0.000,2
288,0.778,0.875,0.824,8
mac avg,0.358,0.345,0.345,8361
macro avg weighted,0.7819923941847748,0.790096878363832,0.7840305696791219,None
micro avg,0.790096878363832,0.790096878363832,0.790096878363832,None
accuracy on this run=0.790096878363832

